power,pitch_mean,pitch_sd,voiced_fr,tempogram,label
0.011559335007521066,181.3370277032598,49.18266551264862,0.8754863813229572,0.16042679013241273,Harry
0.03091223272400408,154.28976394573192,23.4167162987444,0.8881673881673882,0.16036257957058583,Harry
0.028044103483799373,215.54870558877602,37.24134908782634,0.6842759477936606,0.1941862896801698,Harry
0.0505868478111157,336.0752725293331,61.21464951344798,0.9112964366944655,0.24744705324925415,Harry
0.028518154229475203,416.96232593136557,26.97169544098438,0.5393759286775631,0.17184781892482137,Harry
0.029845718997919893,418.46833443353,24.940802477944626,0.8074245939675174,0.13547826293368817,Harry
0.04531857966853297,174.94937350531305,36.46833271326528,0.8531029065200314,0.1700325463386829,Harry
0.002995506089294701,183.77223991188643,38.70417339157631,0.7700276243093923,0.17768281952189804,Harry
0.021159313902007624,380.3938818020421,50.33612787634947,0.6502186133666459,0.162880576761482,Harry
0.028441130912400817,185.5794584906643,47.200408201523295,0.9365815931941222,0.21736769989868202,Harry
0.030057431412519424,388.4012776599619,32.297282495303975,0.8423076923076923,0.21350744407811398,Harry
0.04403550363805172,170.1108042020014,35.12099314102621,0.8285922684172137,0.10621800879706918,Harry
0.03699702448889198,181.723979128085,32.054165413493216,0.774168600154679,0.21343346745977074,Harry
0.01173231409474838,330.6440897089952,68.27503463990344,0.8584136397331357,0.1359943254162331,Harry
0.058416035184528835,261.3490203824297,50.46854191509837,0.7770061728395061,0.244896870639744,Harry
0.005377238279595141,330.1725896810863,62.4874689963478,0.8417015341701534,0.2698770595339429,Harry
0.0037406944525371585,152.47304821361712,20.625434081300313,0.5063039150630392,0.27040407401314265,Harry
0.05597504538653569,381.709224408961,40.635529852980255,0.8534743202416919,0.2468729127818353,Harry
0.0107125267579974,177.00722437691766,38.36176130961864,0.7555831265508685,0.20470169299325458,Harry
0.012886789687245949,338.97915186275543,54.568526449299554,0.13206214689265536,0.21059876793930446,Harry
0.027504685917927253,182.21857052545639,61.47130080436182,0.8400566171266808,0.25871209735489425,Harry
0.02302667756848027,179.2293060520963,30.967116868909176,0.8371134020618557,0.1541168862741163,Harry
0.04410131539695986,252.7395399230968,66.56823013878858,0.8144726712856043,0.20335513968741778,Harry
0.036099095762770955,216.9442985844915,68.41264106920032,0.8871085214857976,0.23898724302312435,Harry
0.044112392950296196,135.83643988340523,31.23088199205068,0.8486574450772986,0.30139424707795737,Harry
0.029839945275098274,297.593196396803,62.74575735845845,0.6257022471910112,0.2832738898347229,Harry
0.02332667885961118,185.30141692478475,49.586951192824316,0.8353776630083926,0.1189909911353936,Harry
0.028520952704493986,168.56872794208167,28.726660556088834,0.7831417624521073,0.12911614237832278,Harry
0.034288731452162664,193.01478724697267,50.70223416473104,0.7756033920417482,0.11086594468639437,Harry
0.036522329820121956,330.6648247040466,66.85337494652345,0.7252747252747253,0.20923745060288046,Harry
