mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.007001399993896484,0.0006304683672059943,0.005397224426269531,0.001353841334797827,2,16,"{'max_depth': 2, 'min_samples_split': 16}",0.6388888888888888,0.5972222222222222,0.625,0.6197183098591549,0.6901408450704225,0.6341940532081377,0.031026050499868202,1
0.006800317764282226,0.0011665315780829478,0.005400180816650391,0.0007998947947993984,2,17,"{'max_depth': 2, 'min_samples_split': 17}",0.6388888888888888,0.5972222222222222,0.625,0.6197183098591549,0.6901408450704225,0.6341940532081377,0.031026050499868202,1
0.006398916244506836,0.0004883291409148149,0.004800176620483399,0.00039999744721739585,2,18,"{'max_depth': 2, 'min_samples_split': 18}",0.6388888888888888,0.5972222222222222,0.625,0.6197183098591549,0.6901408450704225,0.6341940532081377,0.031026050499868202,1
0.0062042236328125,0.00039831422876078493,0.004595470428466797,0.0004873628332966675,2,19,"{'max_depth': 2, 'min_samples_split': 19}",0.6388888888888888,0.5972222222222222,0.625,0.6197183098591549,0.6901408450704225,0.6341940532081377,0.031026050499868202,1
0.005799102783203125,0.0007488512891104902,0.004200077056884766,0.00040037746633155285,6,16,"{'max_depth': 6, 'min_samples_split': 16}",0.6388888888888888,0.5416666666666666,0.5416666666666666,0.676056338028169,0.647887323943662,0.6092331768388106,0.05651443321953161,5
0.005400991439819336,0.0013574026204057252,0.0037998199462890626,0.0007480491276446359,6,17,"{'max_depth': 6, 'min_samples_split': 17}",0.625,0.5555555555555556,0.5416666666666666,0.676056338028169,0.647887323943662,0.6092331768388106,0.05225818786718436,5
0.005999755859375,0.0006329379957022719,0.004600238800048828,0.0004888713379817496,6,18,"{'max_depth': 6, 'min_samples_split': 18}",0.625,0.5555555555555556,0.5416666666666666,0.6619718309859155,0.647887323943662,0.6064162754303599,0.048848637847935916,11
0.0061991214752197266,0.0003998283694452242,0.004400920867919922,0.0004901166132010728,6,19,"{'max_depth': 6, 'min_samples_split': 19}",0.625,0.5555555555555556,0.5416666666666666,0.6619718309859155,0.647887323943662,0.6064162754303599,0.048848637847935916,11
0.005799579620361328,0.0007488510006619873,0.004599237442016601,0.0004893177270995408,8,16,"{'max_depth': 8, 'min_samples_split': 16}",0.6666666666666666,0.5416666666666666,0.5138888888888888,0.676056338028169,0.647887323943662,0.6092331768388106,0.0676961597951744,5
0.006598806381225586,0.0004904476735387719,0.0040013790130615234,0.000632636697998894,8,17,"{'max_depth': 8, 'min_samples_split': 17}",0.6527777777777778,0.5555555555555556,0.5138888888888888,0.676056338028169,0.647887323943662,0.6092331768388106,0.06297210573259006,5
0.005798768997192383,0.000747168731230402,0.004400873184204101,0.0004901605024709328,8,18,"{'max_depth': 8, 'min_samples_split': 18}",0.6527777777777778,0.5555555555555556,0.5138888888888888,0.6619718309859155,0.647887323943662,0.6064162754303599,0.060172729045917195,11
0.006398820877075195,0.0004902523413080583,0.004599475860595703,0.0004894149274385346,8,19,"{'max_depth': 8, 'min_samples_split': 19}",0.6527777777777778,0.5555555555555556,0.5138888888888888,0.6619718309859155,0.647887323943662,0.6064162754303599,0.060172729045917195,11
0.005999994277954101,0.0006329405283061221,0.004199838638305664,0.00039990344497886523,18,16,"{'max_depth': 18, 'min_samples_split': 16}",0.6527777777777778,0.5416666666666666,0.5138888888888888,0.676056338028169,0.647887323943662,0.6064553990610329,0.06553288720220225,9
0.005199861526489258,0.00040068812246730356,0.004000711441040039,8.714517060516866e-07,18,17,"{'max_depth': 18, 'min_samples_split': 17}",0.6388888888888888,0.5555555555555556,0.5138888888888888,0.676056338028169,0.647887323943662,0.6064553990610329,0.061273451414674183,9
0.005798482894897461,0.0003993046605428728,0.0044001579284667965,0.0008002402258429823,18,18,"{'max_depth': 18, 'min_samples_split': 18}",0.6388888888888888,0.5555555555555556,0.5138888888888888,0.6619718309859155,0.647887323943662,0.6036384976525822,0.05825854114577648,15
0.005599069595336914,0.0007997404638414405,0.00400075912475586,1.9867579132079753e-06,18,19,"{'max_depth': 18, 'min_samples_split': 19}",0.6388888888888888,0.5555555555555556,0.5138888888888888,0.6619718309859155,0.647887323943662,0.6036384976525822,0.05825854114577648,15
